selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,selectedLabel,G,E,F,B,C,D,A,G_ind,E_ind,F_ind,B_ind,C_ind,D_ind,A_ind,UID
48,near-align,near-anchor,2,1,2,25,24,pie,A,9,9,4,15,11,4,48,1,6,5,4,2,0,3,91
50,near-align,anchor,0,1,0,0 and 50,1,pie,D,13,7,6,9,1,50,14,2,5,4,6,0,1,3,91
32,far-align,far-anchor,7,8,2,75,35,pie,F,22,15,32,8,9,2,12,4,2,3,1,5,6,0,91
21,far-align,near-anchor,4,10,1,25,15,pie,F,17,2,21,5,20,20,15,5,4,1,3,6,2,0,91
50,aligned,anchor,0,0,0,50 and 100,50,line,F,13,2,50,12,5,11,7,1,4,6,2,0,5,3,91
32,near-align,far-anchor,7,3,2,100,65,pie,F,3,21,32,14,8,10,12,6,1,5,0,4,2,3,91
37,far-align,far-anchor,12,6,2,50,56,pie,C,9,12,10,21,37,7,4,0,4,3,1,5,6,2,91
46,aligned,near-anchor,4,0,1,75,29,pie,F,13,5,46,8,4,12,12,2,4,3,5,1,6,0,91
31,near-align,far-anchor,6,3,1,50,16,pie,D,8,5,10,15,15,31,16,6,4,5,3,2,1,0,91
46,far-align,near-anchor,4,8,1,50,12,line,D,7,3,11,12,8,46,13,6,4,2,0,5,1,3,91
52,near-align,far-anchor,2,3,2,75,20,line,C,14,5,2,18,52,5,4,4,3,1,0,2,6,5,91
41,near-align,far-anchor,9,2,1,0,2,line,G,41,21,2,5,18,5,8,1,3,0,6,4,5,2,91
52,aligned,far-anchor,2,0,2,100,48,line,C,5,2,9,15,52,13,4,5,1,0,3,6,2,4,91
54,far-align,far-anchor,4,8,1,25,33,line,G,54,3,11,5,10,12,5,4,6,2,0,5,3,1,91
40,near-align,far-anchor,10,4,0,50,6,pie,C,7,6,7,8,40,25,7,5,0,4,6,1,2,3,91
55,aligned,far-anchor,5,0,0,100,45,line,G,55,7,8,8,7,4,11,6,0,4,3,1,5,2,91
49,far-align,near-anchor,1,5,1,50,45,pie,C,8,11,5,6,49,11,10,1,2,0,6,5,3,4,91
25,near-align,anchor,0,3,0,25 and 50,22,line,B,11,2,18,25,22,4,18,4,3,6,2,5,0,1,91
49,far-align,near-anchor,1,5,1,75,31,pie,F,2,5,49,2,17,15,10,2,6,4,3,0,5,1,91
49,aligned,near-anchor,1,0,1,50,1,pie,F,6,13,49,16,6,9,1,2,6,1,4,5,3,0,91
28,far-align,near-anchor,3,9,2,75,38,line,F,10,21,28,11,6,12,12,5,0,3,1,2,4,6,91
29,far-align,near-anchor,4,7,1,50,14,pie,A,26,4,14,11,2,14,29,3,5,0,4,6,2,1,91
50,far-align,anchor,0,11,0,0 and 50,11,pie,B,11,14,3,50,4,5,13,0,6,5,1,3,4,2,91
21,near-align,near-anchor,4,1,1,75,53,pie,D,12,12,17,9,21,21,8,2,1,6,5,0,4,3,91
25,far-align,anchor,0,7,0,0 and 25,7,pie,G,25,23,5,8,14,18,7,1,3,5,4,6,2,0,91
31,aligned,far-anchor,6,0,1,25,25,pie,C,5,20,8,14,31,3,19,1,0,3,5,2,4,6,91
40,near-align,far-anchor,10,1,0,100,59,pie,G,40,21,12,15,1,6,5,5,3,0,1,6,4,2,91
40,far-align,far-anchor,10,5,0,50,45,line,C,4,9,28,6,40,10,3,0,5,1,6,4,3,2,91
25,aligned,anchor,0,0,0,25 and 50,25,pie,D,8,7,8,14,18,25,20,3,1,4,5,0,2,6,91
32,far-align,far-anchor,7,5,2,75,38,line,A,10,9,5,15,22,7,32,6,2,5,4,1,0,3,91
29,aligned,near-anchor,4,0,1,100,71,line,A,11,21,6,15,10,8,29,5,1,2,0,4,3,6,91
35,aligned,far-anchor,10,0,0,100,65,pie,D,16,5,9,19,6,35,10,1,4,0,2,5,6,3,91
23,far-align,near-anchor,2,11,2,25,13,pie,F,8,13,23,16,13,11,16,2,0,1,3,5,4,6,91
31,far-align,far-anchor,6,7,1,100,62,pie,F,7,16,31,5,22,2,17,6,2,5,1,4,3,0,91
24,near-align,near-anchor,1,3,1,25,22,line,E,18,24,9,10,4,20,15,0,2,3,5,1,6,4,91
53,near-align,far-anchor,3,4,2,0,4,pie,A,7,4,12,10,7,7,53,6,0,3,5,2,4,1,91
19,aligned,far-anchor,6,0,1,50,31,pie,B,14,12,22,19,8,16,9,3,5,1,2,6,4,0,91
43,near-align,far-anchor,7,1,2,50,49,line,A,3,9,13,15,9,8,43,2,3,4,1,0,6,5,91
34,far-align,far-anchor,9,7,1,25,32,line,E,22,34,11,6,13,4,10,0,3,4,1,5,2,6,91
25,near-align,anchor,0,3,0,25 and 50,22,pie,E,18,25,3,21,20,2,11,5,2,6,4,1,0,3,91
15,far-align,far-anchor,10,5,0,50 and 75,55,pie,B,5,13,23,15,26,11,7,1,0,6,4,2,3,5,91
24,aligned,near-anchor,1,0,1,50,50,line,A,19,7,21,10,12,7,24,6,0,2,3,1,5,4,91
46,near-align,near-anchor,4,2,1,50 and 100,52,line,B,2,3,19,46,25,2,3,6,4,3,5,1,0,2,91
27,far-align,near-anchor,2,10,2,100,63,pie,D,14,17,18,1,13,27,10,1,4,3,2,0,5,6,91
18,near-align,far-anchor,7,2,2,100,80,pie,E,3,18,2,22,24,22,9,4,5,6,3,0,2,1,91
16,far-align,far-anchor,9,8,1,50 and 50,42,line,C,7,4,27,20,16,11,15,6,1,0,5,3,2,4,91
55,near-align,far-anchor,5,3,0,25,28,line,B,6,6,13,55,8,8,4,3,0,5,4,1,2,6,91
36,aligned,far-anchor,11,0,1,50,14,line,D,7,14,14,8,11,36,10,6,2,0,4,5,1,3,91
16,near-align,far-anchor,9,2,1,50,48,line,B,16,10,21,16,17,8,12,5,2,0,3,1,4,6,91
50,far-align,anchor,0,12,0,0 and 50,12,line,B,4,12,5,50,9,8,12,3,6,2,1,4,5,0,91
52,aligned,far-anchor,2,0,2,100,48,pie,E,5,52,4,1,4,18,16,0,6,2,1,3,5,4,91
25,far-align,anchor,0,6,0,50 and 75,44,line,C,13,5,10,17,25,18,12,6,3,0,2,4,5,1,91
34,far-align,far-anchor,9,6,1,50,56,pie,A,5,10,9,10,19,13,34,4,3,0,6,2,1,5,91
26,aligned,near-anchor,1,0,1,25,25,line,G,26,18,4,5,21,23,3,2,3,1,6,0,4,5,91
53,far-align,far-anchor,3,8,2,25,33,pie,F,12,6,53,10,8,8,3,3,6,4,2,0,5,1,91
27,aligned,near-anchor,2,0,2,50,23,pie,B,9,15,8,27,9,14,18,6,3,5,2,0,1,4,91
32,far-align,far-anchor,7,8,2,75,35,pie,G,32,15,10,11,8,14,10,3,5,2,1,4,0,6,91
27,near-align,near-anchor,2,4,2,25,29,pie,D,6,20,23,6,11,27,7,4,3,1,0,6,2,5,92
54,far-align,far-anchor,4,8,1,0,8,line,B,7,6,8,54,3,12,10,5,2,0,1,3,6,4,92
36,aligned,far-anchor,11,0,1,50,50,line,D,14,24,9,5,9,36,3,6,0,3,1,2,5,4,92
45,aligned,far-anchor,5,0,0,100,55,pie,F,7,16,45,5,17,3,7,3,2,6,5,0,1,4,92
48,near-align,near-anchor,2,3,2,50,47,line,C,15,10,3,5,48,5,14,4,0,2,3,5,6,1,92
46,far-align,near-anchor,4,5,1,25,20,pie,D,13,2,23,5,4,46,7,1,5,3,4,6,2,0,92
28,far-align,near-anchor,3,8,2,50,58,pie,F,28,4,28,6,14,4,16,0,3,5,4,6,1,2,92
37,aligned,far-anchor,12,0,2,100,63,pie,A,7,4,9,21,18,4,37,3,1,4,0,5,2,6,92
38,near-align,far-anchor,12,3,2,0,3,line,A,12,3,2,6,19,20,38,4,0,6,2,3,5,1,92
25,aligned,anchor,0,0,0,75 and 100,75,line,D,5,15,6,22,6,25,21,1,0,2,3,4,6,5,92
35,far-align,far-anchor,10,7,0,50,8,line,A,16,10,6,8,21,4,35,4,3,5,0,6,2,1,92
27,far-align,near-anchor,2,11,2,25,36,line,D,12,5,19,7,13,27,17,2,4,6,1,5,3,0,92
21,near-align,near-anchor,4,2,1,25,6,line,C,27,9,27,3,21,6,7,5,4,6,3,1,0,2,92
46,aligned,near-anchor,4,0,1,25,25,pie,E,3,46,15,9,4,11,12,4,3,5,2,0,6,1,92
20,aligned,far-anchor,5,0,0,100,80,line,G,20,1,41,16,3,10,9,6,1,0,3,5,4,2,92
29,far-align,near-anchor,4,5,1,25,30,line,E,25,29,12,4,9,12,9,5,3,2,6,0,4,1,92
31,far-align,far-anchor,6,5,1,75,39,pie,D,15,3,14,12,12,31,13,0,6,4,2,1,3,5,92
22,aligned,near-anchor,3,0,2,25,25,line,C,18,8,7,8,22,18,19,0,3,1,5,2,4,6,92
18,near-align,far-anchor,7,1,2,0,1,pie,F,21,6,18,1,16,23,15,2,3,1,0,5,4,6,92
21,far-align,near-anchor,4,7,1,75,61,pie,B,7,9,8,21,10,18,27,2,1,0,5,4,6,3,92
31,far-align,far-anchor,6,6,1,0,6,line,G,31,6,6,12,20,15,10,1,0,4,5,2,3,6,92
42,aligned,far-anchor,8,0,2,25,25,line,E,5,42,18,10,6,17,2,5,3,6,4,1,0,2,92
41,near-align,far-anchor,9,4,1,50,46,pie,C,6,7,11,7,41,15,13,4,2,3,1,5,0,6,92
23,far-align,near-anchor,2,7,2,50,43,pie,C,12,7,7,20,23,12,19,2,6,5,4,3,1,0,92
19,aligned,far-anchor,6,0,1,0,0,line,G,19,18,14,12,10,4,23,0,5,4,6,3,2,1,92
48,near-align,near-anchor,2,4,2,50,6,pie,B,16,6,7,48,5,8,10,3,0,4,1,6,5,2,92
46,near-align,near-anchor,4,3,1,25,22,pie,C,6,15,7,12,46,9,5,3,0,1,4,2,6,5,92
18,near-align,far-anchor,7,1,2,0,1,line,E,19,18,20,5,26,1,11,3,1,4,2,6,0,5,92
48,far-align,near-anchor,2,8,2,50,10,pie,G,48,4,10,10,5,10,13,1,6,0,3,4,5,2,92
29,near-align,near-anchor,4,3,1,50,18,line,A,7,3,17,8,26,10,29,6,4,3,0,5,1,2,92
26,far-align,near-anchor,1,7,1,25,32,line,E,13,26,23,6,13,17,2,1,3,6,0,2,5,4,92
18,far-align,far-anchor,7,8,2,75,65,pie,A,12,24,18,5,17,6,18,2,0,3,4,6,1,5,92
31,aligned,far-anchor,6,0,1,50,19,pie,D,17,2,13,6,27,31,4,5,6,1,0,4,2,3,92
40,near-align,far-anchor,10,4,0,50,46,line,E,14,40,6,13,3,7,17,6,5,2,3,0,1,4,92
23,near-align,near-anchor,2,4,2,75,71,line,E,23,23,10,6,12,6,20,0,5,3,6,4,1,2,92
21,aligned,near-anchor,4,0,1,25,4,pie,C,21,9,23,11,21,11,4,2,5,6,3,1,4,0,92
27,aligned,near-anchor,2,0,2,0,0,pie,F,2,11,27,9,24,9,18,2,1,0,5,6,3,4,92
41,aligned,far-anchor,9,0,1,50,9,pie,C,9,6,12,2,41,15,15,0,3,5,6,1,4,2,92
51,far-align,far-anchor,1,10,1,100,39,line,D,8,7,16,7,10,51,1,1,0,3,4,6,5,2,92
24,aligned,near-anchor,1,0,1,50,50,pie,G,24,8,13,16,17,9,13,4,2,0,3,5,6,1,92
33,near-align,far-anchor,8,2,2,50,48,line,G,33,11,15,8,8,17,8,4,5,1,3,0,2,6,92
30,near-align,far-anchor,5,3,0,50,53,line,G,30,8,17,14,4,18,9,5,3,6,0,4,2,1,92
29,aligned,near-anchor,4,0,1,50,21,line,G,29,4,24,10,12,14,7,2,4,5,6,3,0,1,92
25,near-align,anchor,0,1,0,0 and 25,1,line,C,25,11,11,1,25,19,8,3,2,6,0,1,4,5,92
41,near-align,far-anchor,9,3,1,50,6,pie,F,13,6,41,6,28,1,5,2,5,1,0,4,3,6,92
27,far-align,near-anchor,2,10,2,50,13,pie,F,13,9,27,14,13,20,4,0,6,1,4,3,2,5,92
28,near-align,near-anchor,3,3,2,50,53,pie,B,22,4,4,28,8,19,15,3,2,5,4,1,0,6,92
50,near-align,anchor,0,1,0,0 and 50,1,pie,C,21,1,3,16,50,1,8,3,5,6,4,1,0,2,92
53,near-align,far-anchor,3,3,2,75,19,pie,C,5,3,6,10,53,9,14,5,4,6,1,2,0,3,92
55,near-align,far-anchor,5,1,0,100,44,pie,C,3,8,1,22,55,10,1,4,0,6,3,5,1,2,92
18,far-align,far-anchor,7,6,2,75,69,line,F,22,11,18,11,13,13,12,4,3,5,0,6,2,1,92
32,aligned,far-anchor,7,0,2,50,18,line,E,18,32,10,11,7,9,13,5,2,4,0,1,6,3,92
53,far-align,far-anchor,3,6,2,75,16,pie,F,7,7,53,7,9,6,11,1,6,2,5,0,3,4,92
46,aligned,near-anchor,4,0,1,25,25,line,D,4,7,9,12,14,46,8,0,1,4,5,2,3,6,92
25,far-align,anchor,0,5,0,0 and 25,5,line,C,17,27,4,6,25,5,16,3,6,2,5,1,0,4,92
33,near-align,far-anchor,8,1,2,50,16,pie,E,7,33,1,18,16,19,6,5,1,4,2,0,6,3,92
27,far-align,near-anchor,2,7,2,50,16,pie,B,16,7,8,27,19,14,9,0,4,3,1,6,2,5,92
21,near-align,near-anchor,4,2,1,50 and 75,52,pie,A,20,4,7,7,15,26,21,5,1,6,0,3,2,4,92
40,near-align,far-anchor,10,3,0,75,32,line,F,5,6,40,10,11,12,16,4,0,3,2,6,5,1,92
52,near-align,far-anchor,2,3,2,100,45,line,D,13,9,2,17,4,52,3,0,3,1,2,4,5,6,92
50,far-align,anchor,0,12,0,25 and 75,13,pie,D,13,5,6,11,8,50,7,6,0,3,4,1,2,5,92
22,aligned,near-anchor,3,0,2,50,28,line,B,6,18,6,22,8,18,22,3,6,0,2,5,4,1,92
20,far-align,far-anchor,5,7,0,25,18,pie,E,6,20,7,9,23,18,17,5,1,4,3,2,0,6,92
21,aligned,near-anchor,4,0,1,25,4,pie,E,30,21,4,4,8,25,8,3,1,0,4,2,6,5,92
24,near-align,near-anchor,1,2,1,25,23,pie,D,3,8,18,15,30,24,2,6,1,3,0,5,2,4,92
44,near-align,far-anchor,6,4,1,50,10,line,B,11,3,10,44,7,19,6,5,6,0,1,4,2,3,92
25,aligned,anchor,0,0,0,50 and 75,50,pie,D,6,22,14,11,6,25,16,3,1,5,6,2,4,0,92
48,far-align,near-anchor,2,11,2,25,14,line,E,18,48,5,9,6,7,7,4,2,6,5,3,1,0,92
18,far-align,far-anchor,7,8,2,50,40,pie,D,11,16,10,16,13,18,16,1,2,5,4,0,3,6,92
23,near-align,near-anchor,2,1,2,25,24,line,F,17,15,23,5,17,7,16,1,4,2,3,5,0,6,92
27,far-align,near-anchor,2,9,2,50,59,line,B,14,20,4,27,7,5,23,6,4,1,5,0,3,2,92
40,aligned,far-anchor,10,0,0,75,35,pie,D,6,8,14,10,7,40,15,1,0,3,6,2,4,5,92
51,far-align,far-anchor,1,5,1,75,19,line,F,9,10,51,2,9,15,4,4,0,2,3,1,5,6,92
50,aligned,anchor,0,0,0,25 and 75,25,pie,E,10,50,10,12,7,5,6,2,3,0,5,6,1,4,92
45,far-align,far-anchor,5,7,0,50,12,pie,B,1,8,8,45,24,12,2,2,6,5,1,4,0,3,92
50,far-align,anchor,0,6,0,50 and 100,44,line,B,12,12,11,50,6,1,8,0,1,2,5,6,3,4,92
51,far-align,far-anchor,1,7,1,100,42,pie,B,7,12,3,51,9,9,9,6,3,0,5,1,4,2,92
25,near-align,anchor,0,4,0,50 and 75,46,pie,G,25,5,24,9,12,19,6,4,6,5,0,1,3,2,92
50,near-align,anchor,0,4,0,50 and 100,46,line,E,4,50,10,6,12,7,11,6,5,0,3,1,2,4,92
31,far-align,far-anchor,6,9,1,25,34,line,A,10,17,19,2,13,8,31,6,5,1,0,2,4,3,92
50,aligned,anchor,0,0,0,50 and 100,50,line,A,18,10,5,3,7,7,50,0,2,3,1,4,5,6,92
44,near-align,far-anchor,6,2,1,50,48,pie,D,8,11,18,10,7,44,2,6,0,2,4,3,5,1,92
30,far-align,far-anchor,5,8,0,75,37,pie,C,7,8,21,5,30,7,22,4,2,5,6,3,0,1,92
39,far-align,far-anchor,11,5,1,50,45,line,B,17,5,5,39,11,14,9,3,6,0,4,5,1,2,92
24,near-align,near-anchor,1,1,1,25,2,line,A,14,16,11,26,2,7,24,2,4,3,6,0,5,1,92
45,aligned,far-anchor,5,0,0,50,5,line,B,6,12,20,45,10,5,2,5,6,3,1,2,0,4,92
27,far-align,near-anchor,2,5,2,50,18,line,A,18,21,5,13,10,6,27,0,3,4,5,2,6,1,92
53,far-align,far-anchor,3,5,2,25,30,pie,C,6,5,11,10,53,6,9,5,3,6,1,4,2,0,92
19,near-align,far-anchor,6,3,1,25,9,pie,D,4,10,12,20,9,19,26,4,3,6,2,0,1,5,92
18,aligned,far-anchor,7,0,2,50,32,pie,B,19,6,30,18,1,13,13,0,6,3,2,5,4,1,92
22,aligned,near-anchor,3,0,2,0,0,line,B,17,8,2,22,12,20,19,5,6,3,0,4,1,2,92
41,near-align,far-anchor,9,1,1,0,1,line,C,1,12,6,13,41,16,11,0,3,6,5,1,2,4,92
28,far-align,near-anchor,3,11,2,50 and 100,61,line,C,13,19,5,3,28,11,21,1,4,0,2,5,6,3,92
20,near-align,far-anchor,5,3,0,50,47,pie,D,12,11,9,15,15,20,18,1,2,0,5,3,4,6,92
34,far-align,far-anchor,9,7,1,25,32,line,F,9,6,34,19,2,9,21,6,5,3,4,0,2,1,92
25,far-align,anchor,0,7,0,50 and 75,43,pie,B,12,13,4,25,22,9,15,2,4,6,3,1,0,5,92
32,far-align,far-anchor,7,7,2,100,61,pie,B,2,3,7,32,9,21,26,4,3,6,5,2,0,1,93
47,far-align,near-anchor,3,9,2,50,12,pie,F,5,4,47,12,3,17,12,2,3,1,0,5,6,4,93
20,near-align,far-anchor,5,3,0,50,33,line,B,15,13,15,20,19,4,14,4,6,3,2,0,5,1,93
15,far-align,far-anchor,10,5,0,25,15,line,E,17,15,10,13,15,21,9,3,1,6,5,0,4,2,93
21,far-align,near-anchor,4,6,1,25,19,line,G,21,15,19,8,17,12,8,1,2,0,4,6,3,5,93
16,far-align,far-anchor,9,7,1,25,18,pie,D,18,8,29,1,12,16,16,0,3,6,2,5,1,4,93
50,aligned,anchor,0,0,0,25 and 75,25,pie,B,7,17,7,50,1,4,14,5,0,1,3,2,6,4,93
23,near-align,near-anchor,2,4,2,25,21,pie,F,4,18,23,6,10,11,28,3,6,2,5,1,0,4,93
24,far-align,near-anchor,1,11,1,50,39,pie,D,21,4,12,25,5,24,9,4,6,5,0,2,3,1,93
19,near-align,far-anchor,6,1,1,0,1,pie,C,14,15,18,4,19,1,29,3,4,2,5,1,0,6,93
23,aligned,near-anchor,2,0,2,0,0,pie,D,17,3,17,3,23,23,14,1,2,6,5,4,0,3,93
36,aligned,far-anchor,11,0,1,50,14,pie,A,19,10,7,14,8,6,36,5,6,4,0,3,2,1,93
16,near-align,far-anchor,9,2,1,25,23,line,C,13,3,16,16,16,16,20,5,0,3,4,2,6,1,93
18,aligned,far-anchor,7,0,2,50,50,pie,C,6,15,17,20,18,18,6,3,6,5,2,4,1,0,93
32,far-align,far-anchor,7,9,2,25 and 75,34,pie,E,8,32,13,15,5,11,16,1,3,5,2,4,0,6,93
34,aligned,far-anchor,9,0,1,50,50,pie,F,2,16,34,8,9,8,23,2,6,5,4,0,3,1,93
39,near-align,far-anchor,11,3,1,0,3,line,E,17,39,6,3,11,11,13,3,1,2,0,5,4,6,93
29,aligned,near-anchor,4,0,1,25,25,line,C,10,2,23,20,29,2,14,4,5,0,6,2,1,3,93
23,far-align,near-anchor,2,9,2,25,16,pie,E,11,23,8,1,24,16,17,2,1,4,6,3,0,5,93
29,near-align,near-anchor,4,4,1,50,17,line,C,7,10,16,9,29,17,12,4,3,5,6,1,0,2,93
26,near-align,near-anchor,1,1,1,50,51,pie,F,25,20,26,4,16,2,7,0,2,4,3,5,1,6,93
19,far-align,far-anchor,6,6,1,25,19,line,A,11,19,11,19,6,15,19,4,3,6,0,2,5,1,93
26,far-align,near-anchor,1,5,1,100,69,line,A,20,16,7,5,17,9,26,0,2,3,6,4,1,5,93
54,near-align,far-anchor,4,3,1,100,43,line,A,14,10,11,3,7,1,54,4,0,2,6,3,1,5,93
24,far-align,near-anchor,1,7,1,75,58,line,F,21,6,24,9,10,18,12,3,0,5,1,4,6,2,93
30,far-align,far-anchor,5,9,0,100,61,pie,G,30,9,13,6,10,8,24,5,6,4,3,1,2,0,93
23,aligned,near-anchor,2,0,2,75,52,pie,F,3,8,23,17,17,17,15,3,6,4,2,0,5,1,93
50,far-align,anchor,0,11,0,0 and 50,11,pie,E,5,50,5,10,7,12,11,4,1,6,3,5,2,0,93
50,aligned,anchor,0,0,0,50 and 100,50,line,A,13,8,6,5,7,11,50,4,5,1,3,0,2,6,93
42,far-align,far-anchor,8,7,2,75,40,line,E,13,42,7,15,1,11,11,1,4,6,3,0,2,5,93
35,near-align,far-anchor,10,4,0,100,61,pie,G,35,3,8,19,4,23,8,5,1,2,4,6,3,0,93
53,far-align,far-anchor,3,6,2,75,16,line,E,9,53,10,6,12,3,7,1,2,6,3,5,4,0,93
46,near-align,near-anchor,4,2,1,25,23,line,D,2,10,4,8,9,46,21,5,2,0,6,1,3,4,93
48,aligned,near-anchor,2,0,2,50,50,line,F,9,2,48,4,9,2,26,1,3,5,0,4,6,2,93
25,far-align,anchor,0,12,0,0 and 25,12,pie,C,4,2,19,12,25,15,23,4,6,3,0,1,5,2,93
24,far-align,near-anchor,1,7,1,75,58,pie,C,6,23,4,18,24,8,17,3,1,4,6,5,0,2,93
31,near-align,far-anchor,6,1,1,25,24,pie,D,13,4,17,13,11,31,11,0,5,6,3,4,2,1,93
41,near-align,far-anchor,9,3,1,50,6,line,E,4,41,10,6,15,19,5,4,1,5,0,6,2,3,93
43,aligned,far-anchor,7,0,2,25,25,line,F,5,6,43,6,13,13,14,2,6,3,1,4,5,0,93
20,near-align,far-anchor,5,2,0,50,48,pie,A,30,15,2,10,11,12,20,5,3,6,2,1,0,4,93
21,aligned,near-anchor,4,0,1,0,0,line,A,16,2,25,9,14,13,21,3,6,1,4,5,2,0,93
49,far-align,near-anchor,1,11,1,25,14,pie,A,9,8,15,5,8,6,49,0,3,5,1,4,6,2,93
50,near-align,anchor,0,2,0,50 and 100,48,pie,D,3,13,13,13,6,50,2,3,1,4,2,0,5,6,93
42,near-align,far-anchor,8,2,2,25,23,pie,A,10,2,8,12,15,11,42,5,3,6,0,4,1,2,93
15,near-align,far-anchor,10,1,0,75,59,line,F,15,28,15,11,6,11,14,5,0,4,6,2,1,3,93
31,aligned,far-anchor,6,0,1,50,50,line,A,21,5,4,6,20,13,31,0,2,3,5,1,6,4,93
25,far-align,anchor,0,12,0,0 and 25,12,line,C,3,10,22,12,25,13,15,4,5,6,0,1,2,3,93
31,far-align,far-anchor,6,5,1,50,55,pie,B,10,14,7,31,18,10,10,3,6,0,5,2,1,4,93
53,aligned,far-anchor,3,0,2,75,22,pie,F,9,7,53,3,2,11,15,2,4,3,5,0,1,6,93
34,aligned,far-anchor,9,0,1,100,66,line,G,34,3,15,12,22,4,10,6,1,0,4,3,2,5,93
32,far-align,far-anchor,7,6,2,75,37,line,E,11,32,12,12,10,8,15,6,3,0,5,2,4,1,93
39,near-align,far-anchor,11,3,1,75,33,pie,C,8,14,6,13,39,15,5,4,5,6,1,3,0,2,93
15,far-align,far-anchor,10,5,0,0 and 25,5,line,D,5,7,27,31,10,15,5,3,2,4,6,5,1,0,93
29,aligned,near-anchor,4,0,1,75,46,pie,A,8,20,12,12,6,13,29,3,1,0,6,2,5,4,93
17,near-align,far-anchor,8,2,2,100,81,pie,A,2,22,34,15,4,6,17,6,0,2,3,4,1,5,93
51,far-align,far-anchor,1,11,1,100,38,line,G,51,8,9,5,11,5,11,5,3,2,4,6,0,1,93
50,near-align,anchor,0,3,0,0 and 50,3,line,B,1,9,3,50,15,7,15,4,6,0,1,3,2,5,93
29,near-align,near-anchor,4,4,1,100,67,line,C,4,7,2,12,29,22,24,6,1,4,2,5,3,0,93
34,aligned,far-anchor,9,0,1,50,50,line,D,11,6,9,19,16,34,5,1,0,2,4,6,5,3,93
16,near-align,far-anchor,9,4,1,25,5,pie,C,17,22,15,7,16,18,5,4,3,5,6,1,2,0,93
46,near-align,near-anchor,4,4,1,50,46,pie,G,46,3,10,14,8,11,8,5,4,3,2,6,0,1,93
39,near-align,far-anchor,11,3,1,100,58,line,A,18,11,3,15,10,4,39,2,1,6,4,0,3,5,93
25,aligned,anchor,0,0,0,75 and 100,75,line,C,4,9,10,6,25,15,31,3,5,0,4,6,1,2,93
55,far-align,far-anchor,5,7,0,75,13,line,A,5,5,8,6,16,5,55,5,0,1,4,3,6,2,93
46,far-align,near-anchor,4,7,1,75,36,line,G,46,15,1,15,13,3,7,4,6,2,1,3,5,0,93
30,far-align,far-anchor,5,5,0,25,30,pie,D,7,6,20,16,4,30,17,4,0,1,6,2,3,5,93
42,near-align,far-anchor,8,1,2,50,7,line,C,7,13,14,1,42,14,9,0,4,6,3,1,2,5,93
25,near-align,anchor,0,1,0,75 and 100,74,line,A,21,1,7,34,11,1,25,4,3,1,2,0,6,5,93
49,near-align,near-anchor,1,2,1,75,28,line,C,6,14,8,12,49,2,9,1,0,2,5,3,4,6,93
30,far-align,far-anchor,5,5,0,0,5,pie,C,9,9,5,31,30,11,5,3,5,0,4,1,2,6,93
23,aligned,near-anchor,2,0,2,75,75,line,C,2,19,4,11,23,13,28,6,4,0,1,5,3,2,93
53,far-align,far-anchor,3,10,2,100,37,line,E,10,53,4,7,8,9,9,6,5,3,4,2,0,1,93
19,far-align,far-anchor,6,8,1,50,39,pie,G,19,4,14,8,20,22,13,3,1,5,6,4,0,2,93
49,far-align,near-anchor,1,8,1,25,17,pie,F,14,1,49,8,7,18,3,1,3,2,4,6,5,0,93
48,aligned,near-anchor,2,0,2,50,2,pie,B,2,8,4,48,9,11,18,0,3,6,1,5,2,4,93
31,near-align,far-anchor,6,1,1,0,1,line,A,16,11,1,13,17,11,31,6,5,0,3,2,4,1,93
23,aligned,near-anchor,2,0,2,50,27,pie,G,23,11,11,16,12,15,12,2,3,1,0,6,4,5,93
17,aligned,far-anchor,8,0,2,75,75,pie,D,23,8,19,4,16,17,13,3,6,1,4,2,5,0,93
23,near-align,near-anchor,2,3,2,75,55,pie,G,23,13,4,8,10,28,14,4,0,1,5,3,2,6,93
31,near-align,far-anchor,6,3,1,0,3,pie,B,3,8,18,31,11,5,24,0,6,2,1,4,5,3,93
23,far-align,near-anchor,2,6,2,50,33,pie,A,15,16,7,13,5,21,23,0,6,4,1,2,5,3,93
23,near-align,near-anchor,2,4,2,25,21,line,F,9,12,23,13,18,8,17,0,1,2,6,3,5,4,93
23,far-align,near-anchor,2,11,2,50,38,line,F,11,9,23,11,17,4,25,5,0,3,4,6,1,2,93
50,far-align,anchor,0,8,0,0 and 50,8,line,B,18,8,3,50,2,11,8,2,6,5,1,3,4,0,93
25,aligned,anchor,0,0,0,0 and 25,0,pie,E,13,25,7,4,5,9,37,1,0,3,2,4,6,5,93
28,near-align,near-anchor,3,2,2,50,20,line,B,30,7,2,28,15,13,5,5,1,4,2,6,0,3,93
48,far-align,near-anchor,2,5,2,75,32,line,F,6,14,48,8,4,14,6,0,6,4,3,2,1,5,93
30,aligned,far-anchor,5,0,0,50,50,line,B,3,10,19,30,9,10,19,0,6,1,4,2,5,3,93
25,near-align,anchor,0,3,0,0 and 25,3,pie,C,18,2,15,3,25,25,12,4,5,6,0,1,2,3,93
35,aligned,far-anchor,10,0,0,25,25,line,A,24,9,9,5,2,16,35,5,3,1,6,4,0,2,93
